Date_of_Usage,Region,Service_Type,Demand_Units,Capacity_Allocated,Cost_USD,Service_Availability_Percent,Economic_Activity_Index,Year,Month,Utilization_Ratio
2024-03-10,West Europe,Storage,1134.0,1304.0,5103.0,99.933,102.94,2024,3,0.8696319018404908
2024-03-11,West Europe,Compute,2049.0,2356.0,12294.0,99.966,103.74,2024,3,0.8696943972835314
2024-03-11,West Europe,Storage,1076.0,1237.0,4842.0,99.982,103.74,2024,3,0.8698464025869038
2024-03-12,West Europe,Compute,1915.0,2202.0,11490.0,99.97,103.16,2024,3,0.8696639418710264
2024-03-12,West Europe,Storage,1114.0,1281.0,5013.0,99.912,103.16,2024,3,0.8696330991412958
2024-03-13,West Europe,Compute,1962.0,2256.0,11772.0,99.903,102.83,2024,3,0.8696808510638298
2024-03-13,West Europe,Storage,1098.0,1262.0,4941.0,99.943,102.83,2024,3,0.8700475435816165
2024-03-14,West Europe,Compute,1983.0,2280.0,11898.0,99.904,102.48,2024,3,0.8697368421052631
2024-03-14,West Europe,Storage,956.0,1099.0,4302.0,99.913,102.48,2024,3,0.8698817106460418
2024-03-15,West Europe,Compute,2075.0,2386.0,12450.0,99.978,102.69,2024,3,0.8696563285834031
2024-03-15,West Europe,Storage,1083.0,1245.0,4873.5,99.975,102.69,2024,3,0.8698795180722891
2024-03-16,West Europe,Compute,2061.0,2370.0,12366.0,99.91,103.33,2024,3,0.8696202531645569
2024-03-16,West Europe,Storage,998.0,1147.0,4491.0,99.959,103.33,2024,3,0.8700959023539668
2024-03-17,West Europe,Compute,2048.0,2355.0,12288.0,99.974,102.85,2024,3,0.8696390658174098
2024-03-17,West Europe,Storage,1062.0,1221.0,4779.0,99.901,102.85,2024,3,0.8697788697788698
2024-03-18,West Europe,Compute,1945.0,2236.0,11670.0,99.934,102.65,2024,3,0.8698568872987478
2024-03-18,West Europe,Storage,1168.0,1343.0,5256.0,99.978,102.65,2024,3,0.8696947133283693
2024-03-19,West Europe,Compute,1994.0,2293.0,11964.0,99.922,103.38,2024,3,0.8696031399912778
2024-03-19,West Europe,Storage,1046.0,1202.0,4707.0,99.909,103.38,2024,3,0.870216306156406
2024-03-20,West Europe,Compute,2007.0,2308.0,12042.0,99.916,102.21,2024,3,0.8695840554592721
2024-03-20,West Europe,Storage,1007.0,1158.0,4531.5,99.947,102.21,2024,3,0.8696027633851469
2024-03-21,West Europe,Compute,1982.0,2279.0,11892.0,99.921,103.02,2024,3,0.8696796840719614
2024-03-21,West Europe,Storage,1080.0,1242.0,4860.0,99.937,103.02,2024,3,0.8695652173913043
2024-03-22,West Europe,Compute,1920.0,2208.0,11520.0,99.966,102.61,2024,3,0.8695652173913043
2024-03-22,West Europe,Storage,1071.0,1231.0,4819.5,99.978,102.61,2024,3,0.8700243704305443
2024-03-23,West Europe,Compute,2061.0,2370.0,12366.0,99.939,102.6,2024,3,0.8696202531645569
2024-03-23,West Europe,Storage,1104.0,1269.0,4968.0,99.989,102.6,2024,3,0.8699763593380615
2024-03-24,West Europe,Compute,1991.0,2289.0,11946.0,99.979,103.02,2024,3,0.8698121450415028
2024-03-24,West Europe,Storage,978.0,1124.0,4401.0,99.959,103.02,2024,3,0.8701067615658363
2024-03-25,West Europe,Compute,1909.0,2195.0,11454.0,99.909,103.08,2024,3,0.8697038724373576
2024-03-25,West Europe,Storage,1135.0,1305.0,5107.5,99.931,103.08,2024,3,0.8697318007662835
2024-03-26,West Europe,Compute,1986.0,2283.0,11916.0,99.97,103.11,2024,3,0.8699080157687253
2024-03-26,West Europe,Storage,1048.0,1205.0,4716.0,99.964,103.11,2024,3,0.8697095435684647
2024-03-27,West Europe,Compute,1975.0,2271.0,11850.0,99.934,103.04,2024,3,0.8696609423161603
2024-03-27,West Europe,Storage,1084.0,1246.0,4878.0,99.927,103.04,2024,3,0.869983948635634
2024-03-28,West Europe,Compute,1980.0,2277.0,11880.0,99.936,102.85,2024,3,0.8695652173913043
2024-03-28,West Europe,Storage,990.0,1138.0,4455.0,99.913,102.85,2024,3,0.8699472759226714
2024-03-29,West Europe,Compute,2009.0,2310.0,12054.0,99.956,102.4,2024,3,0.8696969696969697
2024-03-29,West Europe,Storage,1007.0,1158.0,4531.5,99.906,102.4,2024,3,0.8696027633851469
2024-03-30,West Europe,Compute,1988.0,2286.0,11928.0,99.973,102.69,2024,3,0.8696412948381452
2024-03-30,West Europe,Storage,1056.0,1214.0,4752.0,99.955,102.69,2024,3,0.8698517298187809
2024-03-31,West Europe,Compute,1850.0,2127.0,11100.0,99.902,102.71,2024,3,0.8697696285848613
2024-03-31,West Europe,Storage,1099.0,1263.0,4945.5,99.912,102.71,2024,3,0.8701504354711006
2024-04-01,West Europe,Compute,2029.0,2333.0,12174.0,99.98,102.38,2024,4,0.8696956708101158
2024-04-01,West Europe,Storage,1032.0,1186.0,4644.0,99.986,102.38,2024,4,0.8701517706576728
2024-04-02,West Europe,Compute,2033.0,2337.0,12198.0,99.906,103.25,2024,4,0.8699186991869918
2024-04-02,West Europe,Storage,983.0,1130.0,4423.5,99.966,103.25,2024,4,0.8699115044247787
2024-04-03,West Europe,Compute,2017.5,2317.0,12105.0,99.94512201963535,103.25,2024,4,0.8707380233059991
2024-04-03,West Europe,Storage,1079.0,1240.0,4855.5,99.902,103.18,2024,4,0.8701612903225806
2024-04-04,West Europe,Compute,2002.0,2302.0,12012.0,99.988,102.28,2024,4,0.8696785403996524
2024-04-04,West Europe,Storage,1115.0,1282.0,5017.5,99.967,102.28,2024,4,0.8697347893915757
2024-04-05,West Europe,Compute,1944.0,2235.0,11664.0,99.98,102.67,2024,4,0.8697986577181208
2024-04-05,West Europe,Storage,1029.0,1183.0,4630.5,99.958,102.67,2024,4,0.8698224852071006
2024-04-06,West Europe,Compute,1891.0,2174.0,11346.0,99.989,102.69,2024,4,0.8698252069917203
2024-04-06,West Europe,Storage,1038.0,1193.0,4671.0,99.965,102.69,2024,4,0.8700754400670578
2024-04-07,West Europe,Compute,2020.0,2323.0,12120.0,99.914,102.91,2024,4,0.8695652173913043
2024-04-07,West Europe,Storage,1076.0,1237.0,4842.0,99.942,102.91,2024,4,0.8698464025869038
2024-04-08,West Europe,Compute,1988.0,2286.0,11928.0,99.986,102.21,2024,4,0.8696412948381452
2024-04-08,West Europe,Storage,970.0,1115.0,4365.0,99.913,102.21,2024,4,0.8699551569506726
2024-04-09,West Europe,Compute,1928.0,2217.0,11568.0,99.958,102.31,2024,4,0.8696436626071268
2024-04-09,West Europe,Storage,1171.0,1346.0,5269.5,99.906,102.31,2024,4,0.8699851411589896
2024-04-10,West Europe,Compute,2003.0,2303.0,12018.0,99.971,102.95,2024,4,0.8697351280937907
2024-04-10,West Europe,Storage,904.0,1039.0,4068.0,99.913,102.95,2024,4,0.8700673724735323
2024-04-11,West Europe,Compute,1937.0,2227.0,11622.0,99.951,102.73,2024,4,0.8697799730579254
2024-04-11,West Europe,Storage,1097.0,1261.0,4936.5,99.953,102.73,2024,4,0.8699444885011896
2024-04-12,West Europe,Compute,1929.0,2218.0,11574.0,99.941,102.85,2024,4,0.869702434625789
2024-04-12,West Europe,Storage,987.0,1135.0,4441.5,99.907,102.85,2024,4,0.8696035242290749
2024-04-13,West Europe,Compute,1950.0,2242.0,11700.0,99.924,102.66,2024,4,0.8697591436217663
2024-04-13,West Europe,Storage,1032.0,1186.0,4644.0,99.922,102.66,2024,4,0.8701517706576728
2024-04-14,West Europe,Compute,1981.0,2278.0,11886.0,99.984,102.63,2024,4,0.869622475856014
2024-04-14,West Europe,Storage,1037.0,1192.0,4666.5,99.923,102.63,2024,4,0.8699664429530202
2024-04-15,West Europe,Compute,1965.0,2259.0,11790.0,99.947,102.33,2024,4,0.8698539176626826
2024-04-15,West Europe,Storage,1100.0,1265.0,4950.0,99.91,102.33,2024,4,0.8695652173913043
2024-04-16,West Europe,Compute,2058.0,2366.0,12348.0,99.906,102.91,2024,4,0.8698224852071006
2024-04-16,West Europe,Storage,1112.0,1278.0,5004.0,99.941,102.91,2024,4,0.8701095461658842
2024-04-17,West Europe,Compute,2000.0,2300.0,12000.0,99.948,102.85,2024,4,0.8695652173913043
2024-04-17,West Europe,Storage,1039.0,1194.0,4675.5,99.945,102.85,2024,4,0.8701842546063652
2024-04-18,West Europe,Compute,1998.0,2297.0,11988.0,99.914,102.63,2024,4,0.8698302133217239
2024-04-18,West Europe,Storage,1092.0,1255.0,4914.0,99.929,102.63,2024,4,0.8701195219123506
2024-04-19,West Europe,Compute,1957.0,2250.0,11742.0,99.987,102.02,2024,4,0.8697777777777778
2024-04-19,West Europe,Storage,1113.0,1279.0,5008.5,99.938,102.02,2024,4,0.8702111024237685
2024-04-20,West Europe,Compute,2021.0,2324.0,12126.0,99.964,102.68,2024,4,0.8696213425129088
2024-04-20,West Europe,Storage,1027.0,1181.0,4621.5,99.974,102.68,2024,4,0.869602032176122
2024-04-21,West Europe,Compute,2036.0,2341.0,12216.0,99.959,102.39,2024,4,0.8697137975224263
2024-04-21,West Europe,Storage,1027.0,1181.0,4621.5,99.956,102.39,2024,4,0.869602032176122
2024-04-22,West Europe,Compute,1932.0,2221.0,11592.0,99.925,102.89,2024,4,0.869878433138226
2024-04-22,West Europe,Storage,1111.0,1277.0,4999.5,99.946,102.89,2024,4,0.870007830853563
2024-04-23,West Europe,Compute,1949.0,2241.0,11694.0,99.941,102.92,2024,4,0.8697010263275323
2024-04-23,West Europe,Storage,994.0,1143.0,4473.0,99.978,102.92,2024,4,0.8696412948381452
2024-04-24,West Europe,Compute,1986.0,2283.0,11916.0,99.902,102.97,2024,4,0.8699080157687253
2024-04-24,West Europe,Storage,1087.0,1250.0,4891.5,99.925,102.97,2024,4,0.8696
2024-04-25,West Europe,Compute,2003.0,2303.0,12018.0,99.98,102.17,2024,4,0.8697351280937907
2024-04-25,West Europe,Storage,1128.0,1297.0,5076.0,99.917,102.17,2024,4,0.8696993060909792
2024-04-26,West Europe,Compute,1980.0,2277.0,11880.0,99.979,103.09,2024,4,0.8695652173913043
2024-04-26,West Europe,Storage,1075.0,1236.0,4837.5,99.939,103.09,2024,4,0.8697411003236246
2024-04-27,West Europe,Compute,1943.0,2234.0,11658.0,99.944,102.99,2024,4,0.869740376007162
2024-04-27,West Europe,Storage,1000.0,1150.0,4500.0,99.959,102.99,2024,4,0.8695652173913043
2024-04-28,West Europe,Compute,1951.0,2243.0,11706.0,99.955,101.89,2024,4,0.8698172090949621
2024-04-28,West Europe,Storage,998.0,1147.0,4491.0,99.946,101.89,2024,4,0.8700959023539668
2024-04-29,West Europe,Compute,2009.0,2310.0,12054.0,99.944,102.73,2024,4,0.8696969696969697
2024-04-29,West Europe,Storage,1044.0,1200.0,4698.0,99.963,102.73,2024,4,0.87
2024-04-30,West Europe,Compute,2000.0,2300.0,12000.0,99.91,103.4,2024,4,0.8695652173913043
2024-04-30,West Europe,Storage,1001.0,1151.0,4504.5,99.933,103.4,2024,4,0.8696785403996524
2024-05-01,West Europe,Compute,1925.0,2213.0,11550.0,99.955,100.63,2024,5,0.8698599186624492
2024-05-01,West Europe,Storage,1019.0,1171.0,4585.5,99.979,100.63,2024,5,0.8701964133219471
2024-05-02,West Europe,Compute,1838.0,2113.0,11028.0,99.931,101.58,2024,5,0.8698532891623284
2024-05-02,West Europe,Storage,1050.0,1207.0,4725.0,99.976,101.58,2024,5,0.8699254349627175
2024-05-03,West Europe,Compute,1955.0,2248.0,11730.0,99.964,101.15,2024,5,0.869661921708185
2024-05-03,West Europe,Storage,924.0,1062.0,4158.0,99.962,101.15,2024,5,0.8700564971751412
2024-05-04,West Europe,Compute,1849.0,2126.0,11094.0,99.961,100.66,2024,5,0.8697083725305739
2024-05-04,West Europe,Storage,926.0,1064.0,4167.0,99.92,100.66,2024,5,0.8703007518796992
2024-05-05,West Europe,Compute,1877.0,2158.0,11262.0,99.926,101.32,2024,5,0.8697868396663577
2024-05-05,West Europe,Storage,1087.0,1250.0,4891.5,99.981,101.32,2024,5,0.8696
2024-05-06,West Europe,Compute,1915.0,2202.0,11490.0,99.94,101.82,2024,5,0.8696639418710264
2024-05-06,West Europe,Storage,954.0,1097.0,4293.0,99.918,101.82,2024,5,0.8696444849589791
2024-05-07,West Europe,Compute,1945.0,2236.0,11670.0,99.956,102.67,2024,5,0.8698568872987478
2024-05-07,West Europe,Storage,1105.0,1270.0,4972.5,99.918,102.67,2024,5,0.8700787401574803
2024-05-08,West Europe,Compute,1871.0,2151.0,11226.0,99.985,101.81,2024,5,0.8698279869827987
2024-05-08,West Europe,Storage,1001.0,1151.0,4504.5,99.988,101.81,2024,5,0.8696785403996524
2024-05-09,West Europe,Compute,1887.0,2170.0,11322.0,99.974,101.37,2024,5,0.8695852534562212
2024-05-09,West Europe,Storage,1022.0,1175.0,4599.0,99.969,101.37,2024,5,0.8697872340425532
2024-05-10,West Europe,Compute,1870.0,2150.0,11220.0,99.962,101.49,2024,5,0.8697674418604651
2024-05-10,West Europe,Storage,1055.0,1213.0,4747.5,99.912,101.49,2024,5,0.8697444352844188
2024-05-11,West Europe,Compute,1930.0,2219.0,11580.0,99.959,101.86,2024,5,0.8697611536728256
2024-05-11,West Europe,Storage,1045.0,1201.0,4702.5,99.969,101.86,2024,5,0.8701082431307244
2024-05-12,West Europe,Compute,1900.0,2185.0,11400.0,99.907,100.55,2024,5,0.8695652173913043
2024-05-12,West Europe,Storage,1080.0,1242.0,4860.0,99.964,100.55,2024,5,0.8695652173913043
2024-05-13,West Europe,Compute,1921.0,2209.0,11526.0,99.988,101.82,2024,5,0.8696242643730194
2024-05-13,West Europe,Storage,946.0,1087.0,4257.0,99.954,101.82,2024,5,0.8702851885924563
2024-05-14,West Europe,Compute,1915.0,2202.0,11490.0,99.95,101.74,2024,5,0.8696639418710264
2024-05-14,West Europe,Storage,950.0,1092.0,4275.0,99.97,101.74,2024,5,0.86996336996337
2024-05-15,West Europe,Compute,1822.0,2095.0,10932.0,99.976,102.06,2024,5,0.8696897374701671
2024-05-15,West Europe,Storage,967.0,1112.0,4351.5,99.928,102.06,2024,5,0.8696043165467626
2024-05-16,West Europe,Compute,1951.0,2243.0,11706.0,99.987,101.98,2024,5,0.8698172090949621
2024-05-16,West Europe,Storage,955.0,1098.0,4297.5,99.909,101.98,2024,5,0.8697632058287796
2024-05-17,West Europe,Compute,1867.0,2147.0,11202.0,99.974,100.79,2024,5,0.8695854680950164
2024-05-17,West Europe,Storage,1080.0,1242.0,4860.0,99.977,100.79,2024,5,0.8695652173913043
2024-05-18,West Europe,Compute,1972.0,2267.0,11832.0,99.964,100.91,2024,5,0.8698720776356418
2024-05-18,West Europe,Storage,1017.0,1169.0,4576.5,99.926,100.91,2024,5,0.8699743370402053
2024-05-19,West Europe,Compute,2010.0,2311.0,12060.0,99.901,100.18,2024,5,0.8697533535266119
2024-05-19,West Europe,Storage,1047.0,1204.0,4711.5,99.942,100.18,2024,5,0.8696013289036545
2024-05-20,West Europe,Compute,1967.0,2262.0,11802.0,99.931,101.55,2024,5,0.8695844385499558
2024-05-20,West Europe,Storage,1057.0,1215.0,4756.5,99.988,101.55,2024,5,0.8699588477366255
2024-05-21,West Europe,Compute,1891.0,2174.0,11346.0,99.987,101.45,2024,5,0.8698252069917203
2024-05-21,West Europe,Storage,1019.0,1171.0,4585.5,99.907,101.45,2024,5,0.8701964133219471
2024-05-22,West Europe,Compute,1827.0,2101.0,10962.0,99.983,101.09,2024,5,0.8695859114707283
2024-05-22,West Europe,Storage,994.0,1143.0,4473.0,99.98,101.09,2024,5,0.8696412948381452
2024-05-23,West Europe,Compute,1779.0,2045.0,10674.0,99.904,101.19,2024,5,0.8699266503667482
2024-05-23,West Europe,Storage,1084.0,1246.0,4878.0,99.915,101.19,2024,5,0.869983948635634
2024-05-24,West Europe,Compute,1856.0,2134.0,11136.0,99.988,101.59,2024,5,0.8697282099343955
2024-05-24,West Europe,Storage,1035.0,1190.0,4657.5,99.982,101.59,2024,5,0.8697478991596639
2024-05-25,West Europe,Compute,1964.0,2258.0,11784.0,99.945,102.09,2024,5,0.8697962798937112
2024-05-25,West Europe,Storage,1025.0,1178.0,4612.5,99.901,102.09,2024,5,0.870118845500849
2024-05-26,West Europe,Compute,1880.0,2162.0,11280.0,99.989,101.87,2024,5,0.8695652173913043
2024-05-26,West Europe,Storage,940.0,1081.0,4230.0,99.968,101.87,2024,5,0.8695652173913043
2024-05-27,West Europe,Compute,1890.0,2173.0,11340.0,99.92,101.2,2024,5,0.8697653014265991
2024-05-27,West Europe,Storage,960.0,1104.0,4320.0,99.904,101.2,2024,5,0.8695652173913043
2024-05-28,West Europe,Compute,1936.0,2226.0,11616.0,99.97,101.41,2024,5,0.8697214734950584
2024-05-28,West Europe,Storage,989.0,1137.0,4450.5,99.918,101.41,2024,5,0.8698328935795955
2024-05-29,West Europe,Compute,1885.5,2212.0,11313.0,99.94512201963535,101.41,2024,5,0.8523960216998192
2024-05-29,West Europe,Storage,1067.0,1227.0,4801.5,99.979,101.98,2024,5,0.86960065199674
2024-05-30,West Europe,Compute,1835.0,2110.0,11010.0,99.921,100.96,2024,5,0.8696682464454977
2024-05-30,West Europe,Storage,1068.0,1228.0,4806.0,99.976,100.96,2024,5,0.8697068403908795
2024-05-31,West Europe,Compute,1894.0,2178.0,11364.0,99.964,100.64,2024,5,0.869605142332415
2024-05-31,West Europe,Storage,967.0,1112.0,4351.5,99.915,100.64,2024,5,0.8696043165467626
2024-06-01,West Europe,Compute,1790.0,2058.0,10740.0,99.974,100.3,2024,6,0.86977648202138
2024-06-01,West Europe,Storage,1014.0,1166.0,4563.0,99.942,100.3,2024,6,0.869639794168096
2024-06-02,West Europe,Compute,1799.0,2068.0,10794.0,99.934,100.47,2024,6,0.8699226305609284
2024-06-02,West Europe,Storage,993.0,1141.0,4468.5,99.915,100.47,2024,6,0.8702892199824716
2024-06-03,West Europe,Compute,1821.0,2094.0,10926.0,99.916,100.35,2024,6,0.8696275071633238
2024-06-03,West Europe,Storage,972.0,1117.0,4374.0,99.936,100.35,2024,6,0.8701880035810206
2024-06-04,West Europe,Compute,1748.0,2010.0,10488.0,99.956,99.68,2024,6,0.8696517412935323
2024-06-04,West Europe,Storage,892.0,1025.0,4014.0,99.93,99.68,2024,6,0.8702439024390244
2024-06-05,West Europe,Compute,1872.0,2152.0,11232.0,99.918,100.56,2024,6,0.8698884758364313
2024-06-05,West Europe,Storage,1036.0,1191.0,4662.0,99.909,100.56,2024,6,0.869857262804366
2024-06-06,West Europe,Compute,1707.0,1963.0,10242.0,99.936,99.69,2024,6,0.869587366276108
2024-06-06,West Europe,Storage,913.0,1049.0,4108.5,99.924,99.69,2024,6,0.8703527168732126
2024-06-07,West Europe,Compute,1841.0,2117.0,11046.0,99.901,99.35,2024,6,0.8696268304204062
2024-06-07,West Europe,Storage,1019.0,1171.0,4585.5,99.955,99.35,2024,6,0.8701964133219471
2024-06-08,West Europe,Compute,1723.0,1981.0,10338.0,99.941,100.85,2024,6,0.8697627460878344
2024-06-08,West Europe,Storage,985.0,1132.0,4432.5,99.986,100.85,2024,6,0.8701413427561837
2024-06-09,West Europe,Compute,1869.0,2149.0,11214.0,99.957,100.87,2024,6,0.8697068403908795
2024-06-09,West Europe,Storage,1000.0,1150.0,4500.0,99.908,100.87,2024,6,0.8695652173913043
2024-06-10,West Europe,Compute,1770.0,2035.0,10620.0,99.986,99.85,2024,6,0.8697788697788698
2024-06-10,West Europe,Storage,971.0,1116.0,4369.5,99.975,99.85,2024,6,0.8700716845878136
2024-06-11,West Europe,Compute,1918.0,2205.0,11508.0,99.924,100.54,2024,6,0.8698412698412699
2024-06-11,West Europe,Storage,1000.0,1150.0,4500.0,99.96,100.54,2024,6,0.8695652173913043
2024-06-12,West Europe,Compute,1801.0,2071.0,10806.0,99.905,99.11,2024,6,0.8696281989377113
2024-06-12,West Europe,Storage,864.0,993.0,3888.0,99.944,99.11,2024,6,0.8700906344410876
2024-06-13,West Europe,Compute,1769.0,2034.0,10614.0,99.928,99.83,2024,6,0.8697148475909537
2024-06-13,West Europe,Storage,964.0,1108.0,4338.0,99.948,99.83,2024,6,0.8700361010830325
2024-06-14,West Europe,Compute,1818.0,2090.0,10908.0,99.961,98.93,2024,6,0.8698564593301435
2024-06-14,West Europe,Storage,944.0,1085.0,4248.0,99.975,98.93,2024,6,0.8700460829493087
2024-06-15,West Europe,Compute,1845.0,2121.0,11070.0,99.946,100.49,2024,6,0.8698727015558698
2024-06-15,West Europe,Storage,945.0,1086.0,4252.5,99.932,100.49,2024,6,0.8701657458563536
2024-06-16,West Europe,Compute,1720.0,1977.0,10320.0,99.949,100.22,2024,6,0.8700050581689428
2024-06-16,West Europe,Storage,866.0,995.0,3897.0,99.963,100.22,2024,6,0.8703517587939699
2024-06-17,West Europe,Compute,1832.0,2106.0,10992.0,99.935,99.5,2024,6,0.8698955365622032
2024-06-17,West Europe,Storage,953.0,1095.0,4288.5,99.946,99.5,2024,6,0.8703196347031964
2024-06-18,West Europe,Compute,1797.0,2066.0,10782.0,99.93,100.07,2024,6,0.8697967086156825
2024-06-18,West Europe,Storage,1021.0,1174.0,4594.5,99.971,100.07,2024,6,0.8696763202725724
2024-06-19,West Europe,Compute,1820.5,1940.0,10923.0,99.94512201963535,100.07,2024,6,0.9384020618556701
2024-06-19,West Europe,Storage,969.0,1114.0,4360.5,99.907,100.42,2024,6,0.86983842010772
2024-06-20,West Europe,Compute,1844.0,2120.0,11064.0,99.964,99.69,2024,6,0.869811320754717
2024-06-20,West Europe,Storage,1023.0,1176.0,4603.5,99.901,99.69,2024,6,0.8698979591836735
2024-06-21,West Europe,Compute,1870.0,2150.0,11220.0,99.913,100.04,2024,6,0.8697674418604651
2024-06-21,West Europe,Storage,1013.0,1164.0,4558.5,99.967,100.04,2024,6,0.8702749140893471
2024-06-22,West Europe,Compute,1890.0,2173.0,11340.0,99.924,100.55,2024,6,0.8697653014265991
2024-06-22,West Europe,Storage,949.0,1091.0,4270.5,99.918,100.55,2024,6,0.8698441796516957
2024-06-23,West Europe,Compute,1842.0,2118.0,11052.0,99.962,99.67,2024,6,0.8696883852691218
2024-06-23,West Europe,Storage,964.0,1108.0,4338.0,99.957,99.67,2024,6,0.8700361010830325
2024-06-24,West Europe,Compute,1813.0,2084.0,10878.0,99.933,100.38,2024,6,0.8699616122840691
2024-06-24,West Europe,Storage,933.0,1072.0,4198.5,99.939,100.38,2024,6,0.8703358208955224
2024-06-25,West Europe,Compute,1830.0,2104.0,10980.0,99.977,100.38,2024,6,0.8697718631178707
2024-06-25,West Europe,Storage,955.0,1098.0,4297.5,99.912,100.38,2024,6,0.8697632058287796
2024-06-26,West Europe,Compute,1819.0,2091.0,10914.0,99.951,100.31,2024,6,0.8699186991869918
2024-06-26,West Europe,Storage,1014.0,1166.0,4563.0,99.956,100.31,2024,6,0.869639794168096
2024-06-27,West Europe,Compute,1694.0,1948.0,10164.0,99.919,100.18,2024,6,0.8696098562628337
2024-06-27,West Europe,Storage,1015.0,1167.0,4567.5,99.964,100.18,2024,6,0.869751499571551
2024-06-28,West Europe,Compute,1762.0,2026.0,10572.0,99.957,100.54,2024,6,0.8696939782823297
2024-06-28,West Europe,Storage,935.0,1075.0,4207.5,99.954,100.54,2024,6,0.8697674418604651
2024-06-29,West Europe,Compute,1827.0,2101.0,10962.0,99.944,100.02,2024,6,0.8695859114707283
2024-06-29,West Europe,Storage,904.0,1039.0,4068.0,99.952,100.02,2024,6,0.8700673724735323
2024-06-30,West Europe,Compute,1831.0,2105.0,10986.0,99.926,100.4,2024,6,0.869833729216152
2024-06-30,West Europe,Storage,919.0,1056.0,4135.5,99.972,100.4,2024,6,0.8702651515151515
2024-07-01,West Europe,Compute,1632.0,1876.0,9792.0,99.924,98.41,2024,7,0.8699360341151386
2024-07-01,West Europe,Storage,826.0,949.0,3717.0,99.972,98.41,2024,7,0.8703898840885143
2024-07-02,West Europe,Compute,1708.0,1964.0,10248.0,99.927,98.67,2024,7,0.869653767820774
2024-07-02,West Europe,Storage,882.5,999.0,3971.25,99.94512201963535,98.67,2024,7,0.8833833833833834
2024-07-03,West Europe,Compute,1678.0,1929.0,10068.0,99.941,98.44,2024,7,0.8698807672369103
2024-07-03,West Europe,Storage,939.0,1079.0,4225.5,99.96,98.44,2024,7,0.8702502316960148
2024-07-04,West Europe,Compute,1757.0,2020.0,10542.0,99.937,97.77,2024,7,0.8698019801980198
2024-07-04,West Europe,Storage,893.0,1026.0,4018.5,99.93,97.77,2024,7,0.8703703703703703
2024-07-05,West Europe,Compute,1655.0,1903.0,9930.0,99.917,98.61,2024,7,0.8696794534944824
2024-07-05,West Europe,Storage,866.0,995.0,3897.0,99.916,98.61,2024,7,0.8703517587939699
2024-07-06,West Europe,Compute,1683.0,1935.0,10098.0,99.961,98.08,2024,7,0.8697674418604651
2024-07-06,West Europe,Storage,936.0,1076.0,4212.0,99.92,98.08,2024,7,0.8698884758364313
2024-07-07,West Europe,Compute,1676.0,1927.0,10056.0,99.921,98.03,2024,7,0.869745718733783
2024-07-07,West Europe,Storage,929.0,1044.0,4180.5,99.94512201963535,98.03,2024,7,0.8898467432950191
2024-07-08,West Europe,Compute,1748.0,2010.0,10488.0,99.946,97.94,2024,7,0.8696517412935323
2024-07-08,West Europe,Storage,922.0,1060.0,4149.0,99.945,97.94,2024,7,0.869811320754717
2024-07-09,West Europe,Compute,1653.0,1900.0,9918.0,99.972,98.29,2024,7,0.87
2024-07-09,West Europe,Storage,983.0,1130.0,4423.5,99.911,98.29,2024,7,0.8699115044247787
2024-07-10,West Europe,Compute,1700.0,1954.0,10200.0,99.987,98.57,2024,7,0.8700102354145343
2024-07-10,West Europe,Storage,908.0,1044.0,4086.0,99.96,98.57,2024,7,0.8697318007662835
2024-07-11,West Europe,Compute,1783.0,2050.0,10698.0,99.989,98.94,2024,7,0.8697560975609756
2024-07-11,West Europe,Storage,857.0,985.0,3856.5,99.907,98.94,2024,7,0.8700507614213198
2024-07-12,West Europe,Compute,1714.0,1971.0,10284.0,99.922,98.65,2024,7,0.86960933536276
2024-07-12,West Europe,Storage,762.0,876.0,3429.0,99.942,98.65,2024,7,0.8698630136986302
2024-07-13,West Europe,Compute,1657.0,1905.0,9942.0,99.939,98.24,2024,7,0.8698162729658793
2024-07-13,West Europe,Storage,923.0,1061.0,4153.5,99.926,98.24,2024,7,0.8699340245051838
2024-07-14,West Europe,Compute,1723.0,1981.0,10338.0,99.959,99.13,2024,7,0.8697627460878344
2024-07-14,West Europe,Storage,975.0,1121.0,4387.5,99.981,99.13,2024,7,0.8697591436217663
2024-07-15,West Europe,Compute,1713.0,1969.0,10278.0,99.916,98.02,2024,7,0.8699847638395124
2024-07-15,West Europe,Storage,824.0,947.0,3708.0,99.984,98.02,2024,7,0.870116156282999
2024-07-16,West Europe,Compute,1764.0,2028.0,10584.0,99.974,98.83,2024,7,0.8698224852071006
2024-07-16,West Europe,Storage,888.0,1021.0,3996.0,99.943,98.83,2024,7,0.8697355533790402
2024-07-17,West Europe,Compute,1690.0,1943.0,10140.0,99.984,97.57,2024,7,0.8697889861039629
2024-07-17,West Europe,Storage,928.0,1067.0,4176.0,99.903,97.57,2024,7,0.8697282099343955
2024-07-18,West Europe,Compute,1680.0,1931.0,10080.0,99.932,98.05,2024,7,0.8700155359917141
2024-07-18,West Europe,Storage,923.0,1061.0,4153.5,99.95,98.05,2024,7,0.8699340245051838
2024-07-19,West Europe,Compute,1690.0,1943.0,10140.0,99.914,97.9,2024,7,0.8697889861039629
2024-07-19,West Europe,Storage,852.0,979.0,3834.0,99.979,97.9,2024,7,0.8702757916241062
2024-07-20,West Europe,Compute,1703.5,1977.0,10221.0,99.94512201963535,97.9,2024,7,0.8616590794132524
